chromium_success-firefox_success,chromium_host-firefox_host,chromium_success-firefox_host,chromium_host-firefox_path,chromium_success-firefox_query,chromium_reject-firefox_host,chromium_host-firefox_success,chromium_success-firefox_path,chromium_host-firefox_reject,chromium_path-firefox_success,chromium_reject-firefox_path,chromium_reject-firefox_success,chromium_host-firefox_username,chromium_path-firefox_path
250,48,131,8,12,15,10,4,1,2,4,3,1,1
