Run,firefox,chromium,c,cpp,go,java,javascripturijs,javascriptwhatwg-url,php,python,ruby
422,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
423,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
424,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
425,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
426,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
427,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
428,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
429,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
430,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
431,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
432,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
433,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
434,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
435,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
436,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
437,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
438,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
439,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
440,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
441,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
442,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
443,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
444,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
445,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
446,48.1,16.35,50.5,20.8,76.8,37.0,19.32,40.24,62.93,34.0,68.91
447,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
448,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
449,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
450,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
451,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
452,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
453,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
454,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
455,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
456,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
457,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
458,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
459,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
460,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
461,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
462,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
463,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
464,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
465,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
466,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
467,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
468,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
469,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
470,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
471,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
472,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,62.93,34.0,68.91
473,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
474,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
475,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
476,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
477,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
478,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
479,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
480,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
481,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
482,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
483,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
484,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
485,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
486,48.1,16.35,50.5,21.4,76.8,37.0,19.32,40.24,63.79,34.0,68.91
