chromium_success-firefox_success,chromium_success-firefox_host,chromium_host-firefox_host,chromium_success-firefox_path,chromium_success-firefox_query,chromium_reject-firefox_host,chromium_host-firefox_path,chromium_host-firefox_success,chromium_reject-firefox_path,chromium_reject-firefox_success,chromium_path-firefox_path,chromium_path-firefox_success,chromium_host-firefox_reject,chromium_host-firefox_username
1017,527,179,19,67,48,26,50,14,14,11,15,3,2
