Run,firefox,chromium,c,cpp,go,java,javascripturijs,javascriptwhatwg-url,php,python,ruby
364,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
365,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
366,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
367,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
368,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
369,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
370,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
371,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
372,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
373,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
374,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
375,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
376,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
377,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
378,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
379,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
380,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
381,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
382,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
383,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
384,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
385,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
386,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
387,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
388,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
389,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
390,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
391,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
392,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
393,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
394,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
395,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
396,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
397,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
398,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
399,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
400,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
401,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
402,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
403,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
404,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
405,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
406,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
407,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
408,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
409,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
410,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
411,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
412,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
413,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
414,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
415,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
416,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
417,75.3,52.26,59.8,37.9,80.4,39.0,30.16,65.72,54.31,46.0,72.02
418,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
419,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
420,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
421,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
422,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
423,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
424,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
425,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
426,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
427,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
428,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
429,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
430,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
431,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
432,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
433,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
434,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
435,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
436,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
437,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
438,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
439,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
440,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
441,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
442,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
443,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
444,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
445,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
446,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
447,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
448,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
449,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
450,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
451,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
452,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
453,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
454,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
455,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
456,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
457,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
458,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
459,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
460,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
461,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
462,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
463,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
464,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
465,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
466,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
467,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
468,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
469,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
470,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
471,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
472,75.3,52.26,59.8,37.9,80.4,39.0,30.24,65.72,54.31,46.0,72.02
473,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
474,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
475,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
476,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
477,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
478,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
479,75.3,52.26,59.9,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
480,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
481,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
482,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
483,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
484,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
485,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
486,75.3,52.26,60.6,37.9,80.4,39.0,30.24,65.72,54.31,47.0,72.02
