chromium_host-firefox_host,chromium_success-firefox_host,chromium_success-firefox_success,chromium_success-firefox_query,chromium_reject-firefox_host,chromium_host-firefox_success,chromium_success-firefox_path,chromium_host-firefox_reject,chromium_path-firefox_success,chromium_host-firefox_path,chromium_reject-firefox_path,chromium_reject-firefox_success,chromium_host-firefox_username,chromium_path-firefox_path
31,100,167,6,10,9,3,1,1,6,2,2,1,1
