chromium_success-firefox_success,chromium_success-firefox_query,chromium_reject-firefox_host,chromium_host-firefox_reject,chromium_success-firefox_host,chromium_host-firefox_path,chromium_host-firefox_host,chromium_success-firefox_path
38,4,1,1,11,2,5,1
